med_Blue,med_Green,med_Red,med_Nir,med_Swir1,med_Swir2,med_SurfaceTemp,med_temp_qa,med_atran,med_drad,med_emis,med_emsd,med_trad,med_urad,min_SurfaceTemp,min_cloud_dist,sd_Blue,sd_Green,sd_Red,sd_Nir,sd_Swir1,sd_Swir2,sd_SurfaceTemp,mean_Blue,mean_Green,mean_Red,mean_Nir,mean_Swir1,mean_Swir2,mean_SurfaceTemp,kurt_SurfaceTemp,pCount_dswe_gt0,pCount_dswe1,pCount_dswe3,pCount_dswe1a,prop_clouds,prop_hillShadow,mean_hillShade,source,med_Aerosol,sd_Aerosol,mean_Aerosol,mission,r_id,system.index,WRS_PATH,WRS_ROW,date,UTC_time,CLOUD_COVER,IMAGE_QUALITY,IMAGE_QUALITY_TIRS,SUN_AZIMUTH,SUN_ELEVATION,rowid,start,end,DSWE,ELEVATION,py_id,sat,fit,Blue_intercept,Blue_coef1,Blue_coef2,Red_intercept,Red_coef1,Red_coef2,Green_intercept,Green_coef1,Green_coef2,Nir_intercept,Nir_coef1,Nir_coef2,Swir1_intercept,Swir1_coef1,Swir1_coef2,Swir2_intercept,Swir2_coef1,Swir2_coef2,red_corr7,green_corr7,blue_corr7,nir_corr7,swir1_corr7,swir2_corr7
0.045905,0.07552249999999999,0.03958,0.01835,0.00399499999999999,0.00217999999999998,287.03331968,249,9277,240,9856,125,7440,435,286.5240347,693,0.0014371866715712999,0.00130083580323362,0.00159009408307987,0.00169254773531475,0.00166430855131417,0.00215558545811155,0.25031033667180136,0.04610704081632656,0.07593724489795914,0.04085229591836734,0.01742397959183672,0.00350448979591836,0.00205316326530611,286.8254482595919,-1.8603448275862071,49,49,0,49,0,1,213,Landsat_C2_GSL_polycenter_LS457_C2_SRST_DSWE1_038031_v2024-08-14.csv,NA,NA,NA,LANDSAT_5,2,1_2_LT05_038031_19840508,38,31,1984-05-08,17:35:11.5270630Z,3,7,NA,128.83315315,56.49228031,2,41,46,DSWE1,4200,1,LT05,98_quant,-3.951234220083766e-4,0.9763795917378952,0.3038286845094439,-0.00317355474692433,0.9711655973002484,0.4676675417607477,-0.00226022986381716,0.950825062447166,0.2593102243922416,-0.00421226668797115,1.0001334331396594,0.07537535462066138,5.880527109094612e-5,0.8133921565565575,2.1335995542104476,-6.695463530450777e-5,0.8443044968881345,2.2322026272951723,0.035997816528187905,0.07102747015920398,0.04506583051249295,0.014165562387987858,0.0033423592387595725,0.0017842374876775662
0.0325675,0.0475275,0.0263525,0.01843249999999999,0.00745999999999999,0.00498499999999998,289.21059842,246,8966,328,9856,125,7606,604,288.69105937999996,505,0.0015181864160078,0.00169386699959761,0.00175700018975666,6.973579580218855e-4,0.00149678161083891,0.00221092961361313,0.2566227194926081,0.03307316326530614,0.04800846938775511,0.02703158163265307,0.01842520408163263,0.0064554081632653,0.00627525510204081,289.1361692906124,0.5693142316439554,49,49,0,49,0,1,222,Landsat_C2_GSL_polycenter_LS457_C2_SRST_DSWE1_038031_v2024-08-14.csv,NA,NA,NA,LANDSAT_5,2,1_2_LT05_038031_19840609,38,31,1984-06-09,17:36:00.6420380Z,35,9,NA,120.93183385,60.46789428,2,41,46,DSWE1,4200,1,LT05,98_quant,-3.951234220083766e-4,0.9763795917378952,0.3038286845094439,-0.00317355474692433,0.9711655973002484,0.4676675417607477,-0.00226022986381716,0.950825062447166,0.2593102243922416,-0.00421226668797115,1.0001334331396594,0.07537535462066138,5.880527109094612e-5,0.8133921565565575,2.1335995542104476,-6.695463530450777e-5,0.8443044968881345,2.2322026272951723,0.022743860370816195,0.043515854629490106,0.03172537241260135,0.01424830212697533,0.0062454489879539546,0.004197374019216701
0.04419999999999999,0.07750249999999997,0.04155999999999998,0.01571,0.0053425,0.00514999999999998,297.8035007,249,7603,874,9856,125,8547,1796,296.658464,659,0.00144568661638497,0.00190925338008984,0.00170928710926747,7.096483391837463e-4,0.00206953902961151,0.00268964809351157,0.43350163314308343,0.04444581632653061,0.07775785714285714,0.04097408163265304,0.01584749999999999,0.00412520408163265,0.00349102040816326,297.48841506040816,-0.6084250389377841,49,49,0,49,0,1,221,Landsat_C2_GSL_polycenter_LS457_C2_SRST_DSWE1_038031_v2024-08-14.csv,NA,NA,NA,LANDSAT_5,2,1_2_LT05_038031_19840625,38,31,1984-06-25,17:36:14.8180380Z,0,9,NA,119.35802816,60.23271786,2,41,46,DSWE1,4200,1,LT05,98_quant,-3.951234220083766e-4,0.9763795917378952,0.3038286845094439,-0.00317355474692433,0.9711655973002484,0.4676675417607477,-0.00226022986381716,0.950825062447166,0.2593102243922416,-0.00421226668797115,1.0001334331396594,0.07537535462066138,5.880527109094612e-5,0.8133921565565575,2.1335995542104476,-6.695463530450777e-5,0.8443044968881345,2.2322026272951723,0.03799585856863254,0.07298867205808285,0.04335442640401162,0.011518432493212232,0.004465250719385493,0.004340417117851804
0.0438975,0.09997,0.05327500000000002,0.01922999999999999,0.00539749999999999,0.0051225,294.38206268,222,8790,440,9856,125,8270,851,294.38206268,1344,0.00127233565155033,0.00169760751117101,0.00174832445520376,0.00181515357534378,0.00178749621151041,0.00224696890445796,0.16470459190254294,0.04354785714285713,0.09888290816326528,0.05321438775510205,0.01858515306122446,0.0043373469387755,0.00342255102040816,294.44358704,3.306201550387593,49,49,0,49,0,1,223,Landsat_C2_GSL_polycenter_LS457_C2_SRST_DSWE1_038031_v2024-08-14.csv,NA,NA,NA,LANDSAT_5,2,1_2_LT05_038031_19850612,38,31,1985-06-12,17:37:54.1270690Z,2,9,NA,121.09255898,60.80930029,2,41,46,DSWE1,4200,1,LT05,98_quant,-3.951234220083766e-4,0.9763795917378952,0.3038286845094439,-0.00317355474692433,0.9711655973002484,0.4676675417607477,-0.00226022986381716,0.950825062447166,0.2593102243922416,-0.00421226668797115,1.0001334331396594,0.07537535462066138,5.880527109094612e-5,0.8133921565565575,2.1335995542104476,-6.695463530450777e-5,0.8443044968881345,2.2322026272951723,0.04989263845025253,0.09538529824498129,0.043050974696882,0.015048172502278195,0.004511247605252767,0.004316568160896453
0.02992749999999999,0.04857249999999999,0.027095,0.01337250000000001,0.0044625,0.0013275,298.03934408,241,7987,764,9856,125,8658,1544,298.03934408,351,0.0015985569066109,0.00223557546444464,0.00179910732498245,0.001156522048041,0.00161002130794491,0.00299165177042609,4.359654017857143e-6,0.03033607142857143,0.04965903061224489,0.02843408163265306,0.01314688775510205,0.00321489795918367,0.00198020408163265,298.03934408,0,49,49,0,49,0,1,218,Landsat_C2_GSL_polycenter_LS457_C2_SRST_DSWE1_038031_v2024-08-14.csv,NA,NA,NA,LANDSAT_5,2,1_2_LT05_038031_19850714,38,31,1985-07-14,17:37:44.2180250Z,6,9,NA,121.17983041,58.67732774,2,41,46,DSWE1,4200,1,LT05,98_quant,-3.951234220083766e-4,0.9763795917378952,0.3038286845094439,-0.00317355474692433,0.9711655973002484,0.4676675417607477,-0.00226022986381716,0.950825062447166,0.2593102243922416,-0.00421226668797115,1.0001334331396594,0.07537535462066138,5.880527109094612e-5,0.8133921565565575,2.1335995542104476,-6.695463530450777e-5,0.8443044968881345,2.2322026272951723,0.023483510105058284,0.04453550791937686,0.029097602568007877,0.009175496550730898,0.003731056071222173,0.0010577932973457082
0.04089999999999999,0.07304749999999999,0.05464999999999997,0.02503249999999998,0.00850499999999998,0.00553499999999998,294.5905619,382,8743,475,9856,125,8326,923,294.08127692,57,0.00147406913002199,0.0019382877205943,0.00146534392360563,0.00268188191247498,0.00200204217635019,0.00272407464065415,0.25203070270760725,0.04157346938775509,0.07298015306122443,0.05445469387755104,0.02452122448979593,0.00788204081632652,0.00610801020408162,294.3722969085717,-1.9166666666666672,49,49,0,49,0,1,212,Landsat_C2_GSL_polycenter_LS457_C2_SRST_DSWE1_038031_v2024-08-14.csv,NA,NA,NA,LANDSAT_5,2,1_2_LT05_038031_19850730,38,31,1985-07-30,17:37:36.6890940Z,18,9,NA,124.92924985,56.17264295,2,41,46,DSWE1,4200,1,LT05,98_quant,-3.951234220083766e-4,0.9763795917378952,0.3038286845094439,-0.00317355474692433,0.9711655973002484,0.4676675417607477,-0.00226022986381716,0.950825062447166,0.2593102243922416,-0.00421226668797115,1.0001334331396594,0.07537535462066138,5.880527109094612e-5,0.8133921565565575,2.1335995542104476,-6.695463530450777e-5,0.8443044968881345,2.2322026272951723,0.051297391548276554,0.0685788269725533,0.04004704954180577,0.020870805638301744,0.007131039539698252,0.004674657016906706
0.03220999999999999,0.06650250000000002,0.0384525,0.01887249999999998,0.00385749999999998,0.00212499999999998,293.49337748,242,8866,407,9856,125,8160,775,293.49337748,342,0.00178320106672137,0.00194031661628498,0.00191929913866364,0.00113207118028258,0.00159086622691434,0.00302986905097493,0.17582050396630902,0.03202591836734694,0.06702107142857142,0.03962714285714282,0.01924346938775508,0.00448551020408162,0.00323790816326529,293.56515589999975,2.166666666666668,49,49,0,49,0,1,203,Landsat_C2_GSL_polycenter_LS457_C2_SRST_DSWE1_038031_v2024-08-14.csv,NA,NA,NA,LANDSAT_5,2,1_2_LT05_038031_19850815,38,31,1985-08-15,17:37:27.2200560Z,0,9,NA,130.30660713,52.90105814,2,41,46,DSWE1,4200,1,LT05,98_quant,-3.951234220083766e-4,0.9763795917378952,0.3038286845094439,-0.00317355474692433,0.9711655973002484,0.4676675417607477,-0.00226022986381716,0.950825062447166,0.2593102243922416,-0.00421226668797115,1.0001334331396594,0.07537535462066138,5.880527109094612e-5,0.8133921565565575,2.1335995542104476,-6.695463530450777e-5,0.8443044968881345,2.2322026272951723,0.03486168115817924,0.06211883471366442,0.03136928065717168,0.014689598063702581,0.0032282141297893647,0.0017372722105716408
0.03259499999999998,0.078575,0.04436499999999999,0.01642499999999999,0.00415999999999999,0.0022625,297.0344462,245,7666,788,9856,125,8326,1595,297.0344462,342,0.00161328897186683,0.00202454047367066,0.00167313718548096,0.00131588868884902,0.00232985315473219,0.00327677636218587,0.26145411181551215,0.03169872448979592,0.07934668367346936,0.04341877551020409,0.01690372448979593,0.00311219387755101,0.00218224489795918,297.2082071759183,-1.2921595749271635,49,49,0,49,0,1,192,Landsat_C2_GSL_polycenter_LS457_C2_SRST_DSWE1_038031_v2024-08-14.csv,NA,NA,NA,LANDSAT_5,2,1_2_LT05_038031_19850831,38,31,1985-08-31,17:37:16.1880750Z,10,9,NA,136.37780274,48.91813131,2,41,46,DSWE1,4200,1,LT05,98_quant,-3.951234220083766e-4,0.9763795917378952,0.3038286845094439,-0.00317355474692433,0.9711655973002484,0.4676675417607477,-0.00226022986381716,0.950825062447166,0.2593102243922416,-0.00421226668797115,1.0001334331396594,0.07537535462066138,5.880527109094612e-5,0.8133921565565575,2.1335995542104476,-6.695463530450777e-5,0.8443044968881345,2.2322026272951723,0.0408326951245996,0.07405183868474224,0.031752767302882116,0.012235259761626906,0.0034794398628115613,0.0018547107248850243
0.03355749999999999,0.07005,0.04144999999999999,0.01782749999999999,0.0016575,0.00242749999999999,289.81900598,244,8732,433,9856,125,7717,833,289.28921288000004,397,0.00195334020409543,0.00234395258669357,0.00231438418967712,0.00170068022993207,0.00223998608044032,0.00349808023523664,0.1450595980901613,0.03417316326530613,0.07201653061224483,0.04130183673469385,0.01869852040816326,0.00322163265306122,0.00226867346938775,289.77575756367344,7.338888888888889,49,49,0,49,0,1,178,Landsat_C2_GSL_polycenter_LS457_C2_SRST_DSWE1_038031_v2024-08-14.csv,NA,NA,NA,LANDSAT_5,2,1_2_LT05_038031_19850916,38,31,1985-09-16,17:37:03.5250560Z,0,9,NA,142.31363386,44.3148253,2,41,46,DSWE1,4200,1,LT05,98_quant,-3.951234220083766e-4,0.9763795917378952,0.3038286845094439,-0.00317355474692433,0.9711655973002484,0.4676675417607477,-0.00226022986381716,0.950825062447166,0.2593102243922416,-0.00421226668797115,1.0001334331396594,0.07537535462066138,5.880527109094612e-5,0.8133921565565575,2.1335995542104476,-6.695463530450777e-5,0.8443044968881345,2.2322026272951723,0.03788476003383895,0.06561750167997511,0.03271187797346742,0.013641567868158911,0.0014128644219737196,0.00199574835687469
0.0357025,0.08044499999999999,0.04667499999999999,0.02096249999999999,0.00701999999999999,0.00660749999999998,285.46103048,245,8823,378,9856,125,7218,715,285.46103048,383,0.00213520009021155,0.00155652756519633,0.00185897409714995,9.46019750527514e-4,0.00228823014442985,0.00377742289664637,0.2703142035737086,0.0365679081632653,0.08102642857142862,0.0470207142857143,0.02076326530612244,0.00682357142857142,0.0053963775510204,285.70503525469394,-1.9579124579124576,49,49,0,49,0,1,161,Landsat_C2_GSL_polycenter_LS457_C2_SRST_DSWE1_038031_v2024-08-14.csv,NA,NA,NA,LANDSAT_5,2,1_2_LT05_038031_19851002,38,31,1985-10-02,17:36:53.8250810Z,20,9,NA,147.49914506,39.25779807,2,41,46,DSWE1,4200,1,LT05,98_quant,-3.951234220083766e-4,0.9763795917378952,0.3038286845094439,-0.00317355474692433,0.9711655973002484,0.4676675417607477,-0.00226022986381716,0.950825062447166,0.2593102243922416,-0.00421226668797115,1.0001334331396594,0.07537535462066138,5.880527109094612e-5,0.8133921565565575,2.1335995542104476,-6.695463530450777e-5,0.8443044968881345,2.2322026272951723,0.04317443926079755,0.07590699195873937,0.034851349807453386,0.016786152325419728,0.005873962849589283,0.0056092431879503
0.03768250000000001,0.0685925,0.03394249999999999,0.01664499999999999,0.003115,0.00388499999999999,283.20171926,246,8450,503,9856,125,6997,985,282.62065586,348,0.00221531721366094,0.00221515469641162,0.00257114108167779,0.00244401776364845,0.00278219771406675,0.00417881348380671,0.1904746982781529,0.03586357142857144,0.06754244897959182,0.03558688775510203,0.01533005102040817,0.00236913265306122,0.00235510204081632,283.1305686395916,3.3062015503875974,49,49,0,49,0,1,124,Landsat_C2_GSL_polycenter_LS457_C2_SRST_DSWE1_038031_v2024-08-14.csv,NA,NA,NA,LANDSAT_5,2,1_2_LT05_038031_19851103,38,31,1985-11-03,17:36:30.2510440Z,7,9,NA,154.06375551,29.08080031,2,41,46,DSWE1,4200,1,LT05,98_quant,-3.951234220083766e-4,0.9763795917378952,0.3038286845094439,-0.00317355474692433,0.9711655973002484,0.4676675417607477,-0.00226022986381716,0.950825062447166,0.2593102243922416,-0.00421226668797115,1.0001334331396594,0.07537535462066138,5.880527109094612e-5,0.8133921565565575,2.1335995542104476,-6.695463530450777e-5,0.8443044968881345,2.2322026272951723,0.030329030183852287,0.0641792749600363,0.03682872840575962,0.012455837502772637,0.0026132246352990264,0.003246859471605243
